id,article_id,image_url,image_hash,alt_text,caption,width,height,file_type,is_header,is_downloaded,local_path,position
1705,254,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg4bcNPI3y7H8hTVILmmNPMR7RhfurLGPBUtL4giMDs9yRzjJ0yGftRH2RpzdxwwRcePRYOMFrJZdCv0fAsE36l81ouYBJos1d7p2zqqhFD_C3ZD30m4B1fQn_rwqHp4wn6FhXsm0xewgM/?imgmax=800,b8541c7b3d9091b9,anim_atoom,,169,147,,0,0,,5
1706,254,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj0nMWcYpwOVMMYLZoos0pIqZElAJH4ItoDgrUcb3FWQSekvSlyXUuYs64qp1hXPvlrfW2wkZqukGoQXvMJIygrC4l7nm-PdEfuLwE0uSpB4f_ezQyTDGoo7XEhyzq72-OVwupaOVhYgRM/?imgmax=800,3dc7328d9724ae8c,oscurom1,,203,157,,0,0,,6
1710,255,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi2iPUH4N4KENzJSTFqSMa4i8gGADWIoKCjTzCCdyAQrOrMd3P6AHUr02XHr3rGc03YFAcaK2_kBlUXIVJzXKYaswGZrPGv1eaNr8Q1uRiVKjaiGZ5SPv9eHIhoAFrytkJyv0nvbamgP1OW/s320/nantosuelta_cover.jpg,10e19d6c53ed7af1,,,,,jpg,0,0,,3
1717,257,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEggYF6xiLUykp7JOV_qCdvzERwlCejdHUEzuh7xoHFV5qURnAp9EMMDXUsPeOaJHhenyrdLnAtGRW2OIXfFq80FJSzNaf9fbBeWpaIUm8BelW_2uhxwHA9FRUz687DdBy71LwpNU8ljLKsZ/s320/nitelos_cover.jpg,91c087b4dcb4f057,,,,,jpg,0,0,,3
1721,258,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiGk9rsYJTGOaVi0lVUeyydwkRfJfMwgqD70RNimfMHvZ95_JHTGvb2ARmV5Q8-nRKM1uAEg3Gt0Jx1NyOrXqUEJAGGU1jvXK1wJpkYY6p98hpgq-BbB-WZUpUWur7KTjb9NyVof9mr0CM/s320/nevoizsejem_cover.jpg,7b8eccfa4c06b51c,,,,,jpg,0,0,,3
1725,259,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhlIJW4wBMpHKLDNmlKMSKC2iaw2qm_hRzUeqOZjxnnQhdWWVkgvw7FrqqWelqbNMtVvLSBRuut7ce4kPUKgi88x0fN0v53YOjuOrKTUGoQ9GI6jgRSuPc8j7yf63f8Ur_AAKKzoCh5Bg/s320/loegadrim_cover.jpg,3852c867c9a5834a,,,,,jpg,0,0,,3
1729,260,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhRHQOuP8k6xk32LGL5EtrhIBUGwZXkAEEqaND4rxBoRHRGuw2MxdBef7AFjAVsfcEeOp_2fdhIfNqF_hosJOL3xcSBxU6CKv8TKyROSQm_gooFFpRX_Uq7sHWj9jOyJC1e6m_2kN1-TXw/s320/sisau_cover.jpg,9aef84e7da61fcd2,,,,,jpg,0,0,,3
1733,261,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjKiIbjxPF3uxx8vhc7IzlgdLFPYLocznLC60LxmPqu710VzBWRphzHqokM5uh7Nu4IYd2lcPpLKJhMP5U3NjHD9jhKRHe4vKO-YYENFmLtA6L4xW2SLDxJk7BlU4Wm9EeAdnfYTUF8r3E/?imgmax=800,6e2fa6def93aab51,sello1,,97,87,,0,0,,3
1734,261,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhfW69e9wSxz3Huo520USK4ugCHUcL4Dmw6hYTHjCLsI4-sBIV2iJQmpv9Od0OxHTiAGo6z75hAbQD0xVPGwoKODwwRVcvgHOwF89aEj8DP6Z-VRoUm9oHqvK6t7Q7y_8rrvgfvLgxnDVY/?imgmax=800,82bba55b3e4ade72,fig2,,346,232,,0,0,,4
1735,261,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiU-LAa_1qCl-GOoClRrY5NLnteLOKi5I8GcSd_GxW58-gCgUttW-wFXV2OmYR4fv-HL2bAHZrNPutnetUSEnKxnnVEO8IRY-wBhpBlvFAZ-0ROrPSwcfVNmMSPNjDJ7kjb05CprqwF9Dw/?imgmax=800,fc70f43163214cb6,fig3,,388,263,,0,0,,5
1739,262,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhkRCzpg0PZ_Bk0i2YqlzOPaIgixCzxvNuIYCoEm4STQuXin7SJJhvkAKyKN7b-g1CI6oOqhOZJ0Lrb93I7PMMbVLEr_y6I2OyrEAyiKSPxpRkkM7QeWcZIbJDHBi21RnBUP3D1GpeucftT/s320/vimguanel_cover.jpg,9133cd2043a4e063,,,,,jpg,0,0,,3
1743,263,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiyNBi6B8tGZxxcL_IGyuwyQ1TR50X-izvhV-tot4Zgdmvv6O255LJjPygCq3vkVdTv7Ikw_PGgGCMhr6RJk2TmKIaSvKjc0mmtjCRwuqd_Hd7tSQ-E40AWW1Ed1w0x1KXRmPJ5kbGluUw/s320/nabta_cover.jpg,60d3853039da023b,,,,,jpg,0,0,,3
1747,264,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEizgpj9td-Cr_SgtHHVyyDOWnB7SRwgVJfPBaKDgPw3emmt4GvGxFJzzmj1-5PMuXkBwG7zn1vhmnY1pSltNlAAtxqrsml2ElRjdmpkUvVPeq5dr6U44pWxdIsFGKdm7mP5Z8HykhKb-Kg/s320/unfit_cover.jpg,904fd79451906e52,,,,,jpg,0,0,,3
1751,265,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiZHqRWeR_if_WbHXP55MqKeBWTmDODyd-azKWQfFlrRNGk8lZ2404v3jnw5RJiaSY6PHwmTPiyhjfWdU1Ha5412wFEnn9uLi9gQr6ydAvXzy71BK7Y5DcO1yM3-e713XcpjaYgQbuFP2mO/s320/urbainpact_cover.jpg,14d779cd804fb283,,,,,jpg,0,0,,3
1752,265,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgW_AE3-vgmPX0PN_HU9FwuSUKjSI0miD7oHlenbPrQduEwihO3HNZsUp4JDyOtZ6tA7zKOEVhBMKupv4Ke-bOco8pgV6UbnJX-1erMzgJMY0ZEZwdMXYfNVkORY5z-cvii24tQbU8Kvikl/s320/UrbainPact.jpg,b0df2f67c66dd38b,,,,,jpg,0,0,,4
1756,266,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgAfhzTJ261lAeRipCF4GGyyo6XzniNSWvWGXMLc3_yWW4kIUp1COf0-qQRUYM72rzB1Gqn265I39Dn2nhJJw7kAUZCtIOuhQthqoZUzz6npERWf6d7W5oOAvEfmdoMdUYUOQ0kp8AjAlc/s320/izanain_cover.jpg,eddb242bd4973eba,,,,,jpg,0,0,,3
1760,267,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6oMkmXkca8o-4txAQGY5oM1iCv3ikEdmm3k8LcLLb5klOwhe23EyRfnfwowJqHSdkY88AVYW2WuN5bMaq4Cwb3hF0r-93FX-set-7HRHFG7XLNBpTbtJw9n4KVqg9d6W_LFOpNIGkzek/s320/vefekk_cover.jpg,13f17220dd96084c,,,,,jpg,0,0,,3
1761,267,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjRd3K0ez5yXndCPOhofqlgTLao-VxncE5LzZ0vdb-igwWgXtWxn3xGI7yMnzVkBiy-5mB1OwgoaNl4_WzzPOdbJB8g8QPzYE8xbx-qWGfiGBaytcCeexdI9ZMuev1wifNS9tynvhXq37Q/s320/pagina4.jpg,21c987daa2a41b0b,,,,,jpg,0,0,,4
1762,267,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiMrsHR-Z9UUa4eHao7DKp0r5a0bdsfNydGdB1FMxMm3Bi5gSh-Vyf4XxB8fLSvoflqOESHbKss11S8YhGwF-RNX8MlfBWSVhUnbClVd0GlnKRNBryXJsru8IcbULU2171c2YefiLxxvg/s320/pagina5.jpg,18bfa74333fb07e8,,,,,jpg,0,0,,5
1766,268,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYC9bugTSFHcHmwK91FkwIOrzi0ND7thLpZEVMTR1Guum-tXu0siz7umuhNLF6bHQ8nYG3bf0__XKikAX8c592yogP_98GWEEUAl5ztEKg_ho38pzUiKWE0wHePuTdIwMFL5j3muGpl5E/s320/veisganguysd_cover.jpg,1bda9cc6716a1314,,,,,jpg,0,0,,3
1770,269,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj2lJuDeimVA2toWPUCkwKjCtQvhmkRTPALZzCqcd-iLM8s7QkeMIFB1JDhEVq1zg-Psk5nmgymfXpHjwlvy9PV8eJYfiXcN4xZrJcsVVYgy5NY5ErfKOclHw_2NmEespCfLtpzauPGuxDa/s320/kasmiri_cover.jpg,12489e51d0ebcb5c,,,,,jpg,0,0,,3
1774,270,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiYCH8iBVem44AEAGAl85fHZ4GpBjdnUvT8KH_3c6DT1veZJlZoaUoA6R7hDqZx2rWvVRY6F5dBoY50pFbBcxPuJLBIIGWqIgWBV-gSN7x7qha1gB5IbmHw6Z6E3JxdXT_k_X7DvXsHv-8f/s320/umanprain_cover.jpg,6a4f32acb0ea401d,,,,,jpg,0,0,,3
1778,271,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg2wOOONwWmm70GKg5jkbYPCiU6yxYgJEWl-lQI1fczbrgfapOwFQ9fV2CSIzM_rdA08ANcLtKnBDNaL1gF8pTlTSLplaYLX90FvwPfsUBPoni95Y-bKRClxSj5UgN9epyIK_9WEYkbXA/s320/zauwin_cover.jpg,bca61c89d3b42b59,,,,,jpg,0,0,,3
1782,272,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzRymnG8NNX5hSmnfdkEkWL68v8pko5ZBmnN__N5WcTr5WoV4FBBn_KCrXNzgQmV6k-hUymGGk1G3mCKT4fYRfnvlfDUQtQGBZ62PP_FEGqPnGhHE5xZ37AeyiGF8z0Hx_jYaeQGPvLts/s320/tz_cover.jpg,bf0afccbe68770f6,,,,,jpg,0,0,,3
1786,273,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXLKikmQaw-Qh7RrSoMJDZabKS3NaxC4hlqbGPiee0IWn5Oh5I-JgZqVQyHD_S4refantVhgC9gv16r18mZ1AcZI15ndEbBIXTqifZWF6myd-XI9yZ0X1O-YJEPE7AuVzE3uzP2OmjA2VG/s320/aegeskerni_cover.jpg,4e503e1ec7e99bec,,,,,jpg,0,0,,3
1790,274,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjbDks6-GvsQR27OENjWdAHylIvq8-x6tQ0jwD9pHs159d2a265WZrjB_Y69K8cviJjlMshDN5fMFZDKBnmEDlPOwwEFj8vK1ZThiLjWaD43cjzWaP5aHjqHcdHhYK_KORgywGi91Hozg/?imgmax=800,286e54c51974d79a,aaoald_cover,,245,431,,0,0,,3
1791,274,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzvlAH67-6d0UankJ7uZjELvapV1XpZwOnom-XSbTXRwNRw_IrFqnU1pFKTCBRSxbRWFLPtJeTGlsz_OfrsUvmNFpwy-C60lBqF0BK3dBs3bunvcpoRBjWkaKGo1TcdFGnHLdTo74plMk/s320/aaoald_box.jpg,578834c080dccc96,,,,,jpg,0,0,,4
1795,275,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgDATGv3dujfWFndvALrZIcSEod4wF4GGa9gd39uT-c3SBfKG0rO3APg8Q8UL2SsyZCimT_WgWmheo81HReAOwwJLz53eVJqMszy8U45aUXEr6DpIKYFV4DhlywHiLshr751vS6k5mU3yC7/s320/ligen_cover.jpg,8d856eda53c3a4cc,,,,,jpg,0,0,,3
1799,276,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgYzU10_e2WAl_uKE4ILZE17I48P8itWMBKTIo2OOyWXK6jsS-TN8MqDljpkRPN6U6tFO5_EeaUE0lyRq3W-Gb5CXNnyFe5PxmoKvJi8ATJfEM0TlGBsoM3-Gemm9sqphNbkqNJZVAHC0w/?imgmax=800,ad15064cf283052b,zayit_grammar,,320,394,,0,0,,3
1800,276,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhWfnhLNDmTr1uthwbsYOMDu2hzbgmk3I5W5S-o4_ABL8VHOLyqmUPVMQrcu_wgP4Z-42Ro7eqoP4oqj1mwTegoRtxTdqAof30-JmMyMhJjjNLwlkxgu4_DmQwwSl7LS0gaNKlfIUc6h4A/?imgmax=800,62f834a7bc994488,DynImage_folio2,,207,283,,0,0,,4
1804,277,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgU4Sl7p304CrEhDh-k-YWh9SQEdtzuYEBw7IWLnQTWsmOWk3h88VLtoCt51CIyDZFGZahEmkDeS5ScY0Qm62apuYFw_rYpm9tczYqaVlGJAAsGkMMzzmHV9pV4gtMs-hzQKbSDbTjAirk/?imgmax=800,d6c324fa869620cf,thumbs2,,389,747,,0,0,,3
1808,278,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEje6TmuYTtqznFy0mKX84ldC5J8lgGM6cFaPSTd7hRaisy2qN3kbvUiKM3VLk2-5dHV1jvyHiHxAQ1HP3ug6wMUeo1Ctdlj2K-pB7LtvBzObO1sCITjcli6T9Z6cExVPDKik5pO02JSxv0/?imgmax=800,62f407bcef0aa6a8,product1,,312,409,,0,0,,3
1809,278,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEifqIw5fJmo8_2zndPdEAumV_x__5ZAq6QKJ6o4QmZ07N4KF9Udu-NnOlFe_Mdla2Hs3Ir9zWdoCUEIsN7JYZOnDAVgjKLFdsHTVe7FqQhnpZxvKyqa8VxBPZkwCD1d39LS1CLrXIsWrA/s320/result1.jpg,44c284db87ff085f,,,,,jpg,0,0,,4
1810,278,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgGxvDtZcEsyO2cBxd7ejFXvmkyigGQWlKji82gpmMQcsKuSD_WpWzvsMJ-ini-rHts7UEESk4btpz3hfjtsRCxT8KAMn38M4Hk0y0F00w8zQIwC66hsda0C3MPOv_3xpZAYE9DK81cqw/s320/result1B.jpg,4133ef8cdca48735,,,,,jpg,0,0,,5
1814,279,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjZrUfkCFy_6mdLHNGhEygQH5fKxlpXOQh6UfNGykAiEXnYDuj9u5KaITvcQeaVydgIxW4H81ucaFxGq9E_OZZ0-PqnOEdVDi5IGFkgP39ZEhTLeeTexolk-W7c-_LTY0tjTJQjM790uqk/s320/akkfoluizyskge_cover.jpg,3d108956128c8ca5,,,,,jpg,0,0,,3
1818,280,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEibiHehHhw4I2Z9_XG1PwK7SdrHPlviDUfq3PViJpXn6YtJFbUCHPlwStieKQNnaqdgoym94mJWKhHaIxgufnPY9g02qpXad-gcM6GDBn6pDPM_3Bq_a7FlrBQspFRgPEdn1GZfiajSwlqC/?imgmax=800,96d8e6e2264528fe,ancientscripts_cover,,246,325,,0,0,,3
1819,280,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEihKGZ4qT8iHShR0jAfsnkbomkP2qSPS-rQ8qvVEST7gNRec7tTim6e_61f0EDsuZ1dX_bsx7Xzn5dhym9u7hLEF4srU7UiWk2GtPauTXqXV8IGVL3leMGBJtNRj1BQKD0hqLlZk1WqC3Li/s320/huexe2_1.jpg,9d2e2136e234d915,,,,,jpg,0,0,,4
1823,281,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgnsK8fO941_Fo8ENi-JyqWjKIef1jHKHbeYRvG246c_QsaehKcbU0eHf6HCQsZbfJl0wXOb_GdEkntY06sBn1cFD2TTMe1cieQL7eechxDmYVCXZzgo6pBjmaw2NYAc09evoKsmq2ZHfk/s320/angckuscana_cover.jpg,0502c93ec532638a,,,,,jpg,0,0,,3
1827,282,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjLLnIdYeaKNPyqq5jrdplm3Hn-AYG5YYVZ1vp3ifICK2hcwfPvs3buYmhh5VCXdQBypQBopH8cyr9ifj2znIk2o-h1HWibOfAXX-c1tYae8QuFIwk1Dxj_UiNoe0Zsh_g4avDGs5Gk9tg/?imgmax=800,7e71ede429608616,image,,240,57,,0,0,,3
1828,282,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjd0xoFto3s0chxKbsSFmGWwNbgnns5-Na722Ko6DAb70a8GvDeo2DzH7vDB5ASv253H9yw1cZoMD7WJso3CtsuRl6BTdfb6XnIWXjMFjRY1RuaaoMbKN7NMI2XyuF0n9PBu8VXdFCAGA/?imgmax=800,083018a3357edfb3,image,,240,51,,0,0,,4
1832,283,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhs_BLNSfKR5v8ZrrzF9j6Vs9tFY3XNxNYGCMsLey_rdjxRsKkkgLq89LExVhrklpa0XCKKn41jaMvBVamL0E2G4tkYu2_kB5HZh7E7w8J3_lwVZUOW-_tzoS076Y2864_NQaQ5vRG2S5Zp/?imgmax=800,1b0c4a04ee3d9f1d,belas_anomalies_cover,,237,313,,0,0,,3
1836,284,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhX0Gs8yH0-P_aQNpl4x2m4RgB7eCQX1VjHBJ3HsOqSuSlhPcdrjeDpZdkVrcWA-S6OkkIiq8WQoQwa932yx3-mvM1GwUbGlcwaD_cqqVtwpGEW2c3V43UiAi-d9L86r9KeoNPZ53Jjko4/?imgmax=800,74c481fae225c6cf,belas_PG92A,,347,172,,0,0,,3
1837,284,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhsFc3TYsINS5JEsyX7Pi-p8scBAhjiYppR6JyLxHDLJ7O6LN4oOPHcEO7eMTp91384OG8nWnmSasKmmzowkckw9YgBm-vAYzaD9EisG3zMTC_1iquLBMZ5SIIL9XHMqoIcRnshlBcmODw/?imgmax=800,069b7d53a2bd5103,belas_PG92B,,337,163,,0,0,,4
1841,285,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipmlINnwcTFTFYXQAErYoSgKPOybCGI-yAUvj5MI3R4t1fw12z4iqkyLDMLeX258GUAhCX0jq_76m42vwxdva-iK7FvWqNvdpms54lQVEGHLViEwu6FQVuHCrJH__2ndOGUGMcDO9LASqK/?imgmax=800,133ddbd13cfef8f1,nitzalem_cover,,218,395,,0,0,,3
1845,286,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEikoemKDoP7xaBaJbqdVjZrikcR19ME5OxlojOB8tgSMJ1O_vwWLiUJH87QFlSG7jU7-QNtw4sY0Ms_5jBQOUDOfbAewh6udHhJ4H8n5EFo1uiHNw0ysWtwt22dSKNk_i_YsQD7OoXE-Ho/?imgmax=800,bfa22c49bf5c30ce,DISKUS2,,386,312,,0,0,,3
1846,286,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhBWFdiVXNQQMn9J3xHWh3SsA6MW2Ju1YIUaJ77WC7jNzgTvmNOrxzFgNgMFLClg8Or3qaatTlcO-ozbtnAjJ-R8ojeeDOvcNzakiK_JND2fitf4rhURP_JP5A1IigVsRAvK099_GftLeQ/?imgmax=800,b830a6d7d67e8899,image,,240,78,,0,0,,4
1847,286,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi3H0liJJqVezEWOzIufsQSMYJlKfvNfqjfywlz8-jbcHm68_nhopSutsB1lWcaRFWAExGL25YIMHVDP2xe1S0_-jDNjR9w6hxDiJLRmg1K5LGrEjdMDhcqhL8rQV7FOAvVqKlRTqfAcDM/?imgmax=800,9543d25d0e9c4d35,image,,240,156,,0,0,,5
1851,287,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj1rAHmPS7M_ua7S9hpGqrP6MTUrTSuj68z3mqdkZRVvfNu7IWSD1yubKFZYpt4TycrJXYKynjyWdtXdZrCWmBLREDo0O9fbNzB68T4LZWJMrE4LUQe_RdDTbogeXSSd36YgHUjgR-s9OE/?imgmax=800,1f8826a9752f6b7d,codex_gigas_cover2,,255,331,,0,0,,3
1852,287,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjELLmoMVy94X9QVF223pCSi33_6pBpnchUC2RdeepGo8ZWlc0Ud0XSxCkXn3-qLb6QwYh2FA0QxQBoZ8QU6SuYyDuGxeXLRdAA7YtSKl2cb_wb1AlQqEI8AuARguQTOW2Y2rSYdGs5dZ4/?imgmax=800,f3b7f6cea57ba849,image,,227,227,,0,0,,4
1853,287,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhch2b3ZD_2k0UPJwVOCK6WWxtj-uVnhjk7p5SHE0_rokPXAXeJ8alkAcaPs4nrCicK9BaWPPC3lySF5dZIKnLIOZcZrt4gSsbECa7_yue7uszlb7WGrGyjtkTAT2kvuwB3GrShfmuTXdA/?imgmax=800,a10ec8ae3cafdb0e,image,,176,239,,0,0,,5
1857,288,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh7qg9NPPA4ZQYAVOEJTJd-Oz6WbWKm9dmZ7DKfue-JcLFew0DksUJFLfKs-06_8yf5FmDFPhy7BC7QH9zfwT7dIgikrcyCFIxsXT3U7uSdYzQLk16KHV1PA-bfgkYz0SoZz7OkP6y9cPw/?imgmax=800,282af44c2d7b635b,codex_gigas_cover,,243,427,,0,0,,3
1858,288,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgIJjketebdDAmWF8d8VACY5W74DvWCrZsPLWiyLQbK7xoLgL1DqknMgacC-SF1Zh5TKvsz8QMQayps5khZkFyeS7fX8sD8KQCtXWJXw-HiUwODUtouXxpTaQH_H3sbQ08PvKm-o6jzMw/?imgmax=800,88a353345db35e11,codex_gigas1,,220,289,,0,0,,4
1859,288,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgJgYJSp3nrfmJG94h3YUd44HhzkV2fby4HwfiAwSiOANZkPl-rekI80IthChyphenhyphenu1bjA3DPra37qR16bSXZs-5M0mv3ad-Q0UoaupvEXH73CC5m9mdVAZDqSZLTcxpOqiO_AWthza2poeD0/?imgmax=800,f4c1fc50e2533ddf,fondo1,,359,337,,0,0,,5
1863,289,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhAVzvZohOQ6p1R9L96lZchioD8xd58YCMi350cdZ6fbhZDhs0zTpkvwaVEn9PRQm8cm7EfiPp29i7p31nvW5m-HYaP_EAkKu0cOjUfaA8xiDvu4q55PYRC5dfkHcSedVQCEJB6fj7fNaQ/?imgmax=800,be3787bf0206ca0f,delele_cover,,216,295,,0,0,,3
1864,289,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi5EIPj8E1o1NaBQx4DDX5licuz9DvgKuPFWAhsn31K-F2GqMFuhAoZga0eYiPT1LJh-pkcU3oEWnfyUGnf3cM9q65MbDNzQ1weFgXgLoNIHuslN2B5MLDeqz9r73yRSav2UYgjQ2SxzQE/?imgmax=800,1686561b66018295,JID1,,160,159,,0,0,,4
1865,289,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEixGvyY8xKMeYY3JtDvANVn1SnQaDI-A1AY69WWL9ci-qeGMQOY4wiYO0m9cbMICeE4dDxDWNxyFhswUt5drkY4eIAdxaV9j0oMWy7JKb-w0FXZ-IgLdXGMvTw0NvMe247P29F6qclrSaM/?imgmax=800,24ec2b5a2ca4deb9,JID2,,137,138,,0,0,,5
1866,289,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEidOfjZXTV9Q9zmlo1UOTzu7ExUCcjzZ1Rz3iKR6gaJoPwLJW1qyH6tMPr9Ug4acFF497VIxf79bHmXxQFfuA0LbaJIfJUP7JjtdJiG9EwcVV4oWkPMQYiull0g4bgM-TIhDJQhxMDtWmPo/?imgmax=800,7bb8c20c057b9577,JID3,,136,137,,0,0,,6
1870,290,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhIASNfKj67GLBhFwyXinMa7tBCC7kTw6NYPpDE9ft8JWohaFlSM5JC1-BfyKjZKBG_qde-WdI6Tln8x0B4XgoyoOLxi_6tnGjWtHlrrhpCwYmf4_UGkYB80f8yZsqQNwaP_4Jd5vsn9w/?imgmax=800,55398425a7643113,DRIZZA,,200,57,,0,0,,3
1871,290,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj0VTfkv_9H4e0hvpq_YdExyvkmP80Yp3kDu6ublR3l7sYH8tZZHrCrFOWrNM3yPgO09z0XAV7lFNVMKgyenYA8nldEGdpurWZ9O6drE7W5lHUGxlsvYW1F6737XiGjrR8ZJjN9zdLmRA/?imgmax=800,3c7e20a6ddca2e6a,tar0,,146,146,,0,0,,4
1872,290,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjrKmiWuzudfj4Vx7tm00F8kxlpK0UHmzZYnFETtgTs2baXchH9LZOyX2NLJ4wKhQa4k-2hMqdUOJE5qdVConobVcCVEe4C-xsb-zkFln8sxpNymWMiZvhZKEolz-QwhBvs9hcxuQlRiuM/?imgmax=800,7f0e9c6a247dba0c,tar1,,135,135,,0,0,,5
1873,290,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi7oD9jx_w25voQn8aUQP9vgbQeMudrYuAiAzPOxqIYF-TzhmvffST9Jsv2SlPn0KFfutpVOD9YHv9z7O_YN6n1aUWnbrA6uytr93XrXWr3nMaDs2JGcKjW1Ie3ZxhKrDzMm4o0q3u0UA/?imgmax=800,85ec25e54af6743c,tar2,,112,112,,0,0,,6
1877,291,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhzRzOqqxJbxEj_m8E1GD69AGT2Lq__lBsAogcMdDWOORUegGyMX48RZPaT8VEQj1-sszvQy1AAVTx_Q8tGwzH2ysK2ehZIbLuQiNY0suqPYCa8LHqL3vB1VwPf3ZySjL5NgjbgcNoueow/s320/egugganmna_cover.jpg,17fb2611334c51b2,,,,,jpg,0,0,,3
1881,292,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjLTGJXXukXhTWa1NSXfAYKTutlTUOL75alVIBKmB8Yu6N_hZ0sN_6EnEfKVEFV7XwBkk87Ln9AHWDff2oWYsE264w4GPvoWw69Kv2sSJFVM_JCoUkA8pzwX9JQkW7kwXiWlfL98y3oAhnf/?imgmax=800,bc11c669aad231cb,chinesepoem_cover,,228,300,,0,0,,3
1882,292,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhRl2N_C-YqKChcqkIJU1r5jQ4JOTU5ynt3ul8yjGlivRCWUm5gSXH2aKXzrp6TnAlc_W4kf6_VOW9EEo1Y7k6OBEs45WX3rtsORU6L6WRNBVy0bhaUc0EBYgBww6A57qF3sSvLFyZw1tu-/?imgmax=800,14c6ca8ee96eb044,chinese_poem_fig1,,180,240,,0,0,,4
1889,294,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjUPT-QZQyP57YdXR3AKb5alKjHMp1P5ugxd0ZpK-OlVVzX_FXrw9FWVoHiR1RLzFPB2F-S4aYjAApZb-2h4GNb4TM7SQ-l4_TwciUZtBTZc-57L-V6fMKtQUeTlbygvRU2spaMgJAMNTyY/s400/freising_folia_cover.jpg,9be3cc59928e7e16,,,,,jpg,0,0,,3
