id,article_id,citation_text,citation_hash,citation_type,author,year,title,source,position
963,842,Nuskisu (1978),ea88989f92af61e6,author_year,Nuskisu,1978,,,30979
964,842,Nancy (1970),8e64f70413a3a792,author_year,Nancy,1970,,,31509
965,842,Robert (1841),e055d860f10d0cf1,author_year,Robert,1841,,,32595
966,842,Shunatre (1896),8e1067cbff184511,author_year,Shunatre,1896,,,32717
967,842,Meraru (1993),51c13f6bf4cc5c78,author_year,Meraru,1993,,,32878
968,842,Meraru (1985),f5ced97fd7db07f1,author_year,Meraru,1985,,,32995
969,842,Patterson (1880),b4d7029846911ff5,author_year,Patterson,1880,,,33415
970,842,Iseabail (1986),cfbb50e87b21dc5c,author_year,Iseabail,1986,,,33659
971,842,Scots (1996),94db2c6006298544,author_year,Scots,1996,,,34111
972,842,Matekkur (1990),1ce88b0916728788,author_year,Matekkur,1990,,,34218
973,842,Robert (1989),07188f73ceed727e,author_year,Robert,1989,,,34729
974,842,Toulmin (1989),636d37bb9d7af31a,author_year,Toulmin,1989,,,35386
975,842,Tanittir (1904),6813411582d84c7a,author_year,Tanittir,1904,,,35587
976,842,Tikra (1866),726ddd580e8b29b8,author_year,Tikra,1866,,,35684
977,842,Alexander (1959),b6c09b0a82f8e0d7,author_year,Alexander,1959,,,35928
978,842,Alexander (1966),9e44d493cd731730,author_year,Alexander,1966,,,36091
979,842,Alexander (1974),d3465b8354338155,author_year,Alexander,1974,,,36240
980,842,Alexander (1994),3c5e004730d4f55b,author_year,Alexander,1994,,,36451
981,842,Tanittir (1979),936cadf25f861389,author_year,Tanittir,1979,,,37016
982,842,Walter (1866),205a2e233324205a,author_year,Walter,1866,,,37086
983,842,Douglas (1996),65f924af808d822c,author_year,Douglas,1996,,,37844
984,842,Douglas (1997),7b598055e466fb12,author_year,Douglas,1997,,,38008
985,842,Gregor (1988),6f8ca52b279c4eaf,author_year,Gregor,1988,,,38110
986,842,Seamus (1989),0620cc2ec730cbc1,author_year,Seamus,1989,,,38480
987,842,Seamus (1990),53e1c84546fa6368,author_year,Seamus,1990,,,38610
988,842,Albert (1984),9f80220251f05b70,author_year,Albert,1984,,,38959
989,842,Tanittir (1824),97cc947b8da6d500,author_year,Tanittir,1824,,,39050
990,842,Lenirian (1987),05c43e82c3ef54c9,author_year,Lenirian,1987,,,39459
991,842,Doreen (1993),0a3456dca5771467,author_year,Doreen,1993,,,39625
992,842,Francis (1993),eb59c612c89091a7,author_year,Francis,1993,,,39854
993,842,Mikenbin (1982),8d0ee276cab09afd,author_year,Mikenbin,1982,,,40264
994,842,William (1880),92b9eacfeea9a916,author_year,William,1880,,,40548
995,842,Loreto (1990),e9487096b09b9c68,author_year,Loreto,1990,,,41677
996,842,Michael (1953),57034fd45853342c,author_year,Michael,1953,,,41920
997,842,Ruskikra (1923),6add4c667755ae27,author_year,Ruskikra,1923,,,42048
998,842,Morrice (1993),0ba7142577b44784,author_year,Morrice,1993,,,42149
999,842,Morrice (1995),64069974738f217e,author_year,Morrice,1995,,,42235
1000,842,Priscilla (1987),3f72067c87096965,author_year,Priscilla,1987,,,44715
1001,842,Tanittir (1965),d4d5618229016124,author_year,Tanittir,1965,,,44962
1002,842,Alan (1988),d9dde72715f9cdf2,author_year,Alan,1988,,,45363
1003,842,William (1936),6dbef9f426c2ae2c,author_year,William,1936,,,45607
1004,842,Marace (1998),53e2a57ce733330b,author_year,Marace,1998,,,45827
1005,842,Margaret (2001),eef4d5d79b8b7f66,author_year,Margaret,2001,,,45911
1006,842,Alexander (1973),d1bd99837d93f55f,author_year,Alexander,1973,,,46505
1007,842,Roy (1981),7a3e694bcbfe6fdd,author_year,Roy,1981,,,47242
1008,842,Marie (1998),0891063621c987ad,author_year,Marie,1998,,,47319
1009,842,Alison (1968),d376e8baff3f0ee0,author_year,Alison,1968,,,47440
1010,842,Luuk (1987),85643bff63da2519,author_year,Luuk,1987,,,47592
1011,842,Misekbin (1994),f173f9a98af9c956,author_year,Misekbin,1994,,,47711
1012,842,Caroline (1990),869c209ac4d46d33,author_year,Caroline,1990,,,47969
1013,842,Roderick (1994),4ffcc71f73f98744,author_year,Roderick,1994,,,48267
1014,842,Angus (1987),86d07c02de46b33b,author_year,Angus,1987,,,48401
1015,842,Iseabail (1993),0f50db5f3d589938,author_year,Iseabail,1993,,,48641
1016,842,Iseabail (1998),bfdf565b2eb92b50,author_year,Iseabail,1998,,,48915
1017,842,Hans (1961),ee7eabe0d7843968,author_year,Hans,1961,,,49194
1018,842,Coll (1994),b32012fbeaffb840,author_year,Coll,1994,,,49686
1019,842,Coll (1999),91b1a0a7bee79b67,author_year,Coll,1999,,,49895
1020,842,Michael (1993),a02187d8a5e256d2,author_year,Michael,1993,,,50135
1021,842,Timusbin (1987),ec5eaef7f3a8e8df,author_year,Timusbin,1987,,,50255
1022,842,Timusbin (1972),7f69b13c48c7e3b7,author_year,Timusbin,1972,,,50489
1023,842,Colm (1991),69d61137709ef32c,author_year,Colm,1991,,,50708
1024,842,Timusbin (1991),15e78452d12712df,author_year,Timusbin,1991,,,50869
1025,842,Clausdirk (1994),8ed32458ba78dfc0,author_year,Clausdirk,1994,,,51028
1026,842,Mairi (1987),3b7ccc9d3c0b103f,author_year,Mairi,1987,,,51250
1027,842,Mairi (1986),0d5336722e5b70d8,author_year,Mairi,1986,,,51508
1028,842,Lekurike (1996),2c15b83ae7a29f27,author_year,Lekurike,1996,,,52313
1029,842,Elizabeth (1919),dc573d35b49be110,author_year,Elizabeth,1919,,,52715
1030,842,Elizabeth (1922),0259f73d57c6fc07,author_year,Elizabeth,1922,,,52816
1031,842,Elizabeth (1924),b3490a903961e193,author_year,Elizabeth,1924,,,52925
1032,842,Elisabeth (1937),74150f5125b6efe7,author_year,Elisabeth,1937,,,53062
1033,842,Irene (1997),fdf572dd6b0d3516,author_year,Irene,1997,,,53417
1034,842,Emma (1988),e39a70dbdb18ef46,author_year,Emma,1988,,,53552
1035,842,Danielle (1997),d8259d6215687633,author_year,Danielle,1997,,,53920
1036,842,Danielle (2001),f9f27ae7c4bd4689,author_year,Danielle,2001,,,54088
1038,842,Garrity (1999),0359c7614a1117b8,author_year,Garrity,1999,,,54687
1040,842,Briege (1998),1a0436a2ba87d70c,author_year,Briege,1998,,,55701
1041,842,Gunnel (1985),12fdc4656476eecb,author_year,Gunnel,1985,,,55935
1042,842,Gunnel (1996),8c7032ae8f88c8cc,author_year,Gunnel,1996,,,56155
1043,842,Janet (1991),2b139505f28c449a,author_year,Janet,1991,,,56398
1044,842,Sheena (1999),3a1e6e0729371ef8,author_year,Sheena,1999,,,56567
1045,842,Sharon (1990),b1d02c74819ca8d9,author_year,Sharon,1990,,,56798
1046,842,Jim (1998),5d4a085397686f83,author_year,Jim,1998,,,57038
1047,842,Clenaghan (1977),b6b021b403e7eb1a,author_year,Clenaghan,1977,,,57262
1049,842,Gerald (1999),e2706a2e6a78ef74,author_year,Gerald,1999,,,57802
1050,842,Suzanne (1980),3d5dca3c6e43ffbb,author_year,Suzanne,1980,,,58010
1051,842,Inge (1983),3a9d501565ab44ae,author_year,Inge,1983,,,58417
1052,842,Inge (1985),fb50d44527198599,author_year,Inge,1985,,,58620
1053,842,Tanittir (2001),64d56b85e5d5df50,author_year,Tanittir,2001,,,58809
1054,842,Colin (1998),a69f6c390d194de9,author_year,Colin,1998,,,59114
1055,842,Kenneth (1998),6c114d280ea84f9a,author_year,Kenneth,1998,,,59257
1056,842,Alasdair (1998),432f7043dbcd8639,author_year,Alasdair,1998,,,59365
1057,842,Robert (2001),6c7e571d17da3cc2,author_year,Robert,2001,,,59537
1058,842,Manfred (1991),0619e39edb144efe,author_year,Manfred,1991,,,60260
1060,842,Nigel (1997),72f38a0763d1a07d,author_year,Nigel,1997,,,60750
1061,842,Susanne (1994),a7168cd33d54bf2c,author_year,Susanne,1994,,,60902
1062,842,Murdoch (1998),788b510b1b8d9f44,author_year,Murdoch,1998,,,61158
1063,842,Catherine (1993),fe648362c8fb1e46,author_year,Catherine,1993,,,61365
1065,842,Dietrich (1978),a9fe040ad09eb086,author_year,Dietrich,1978,,,62094
1066,842,Rusurra (1982),248c7b1dba17ff2e,author_year,Rusurra,1982,,,62336
1067,842,Rusurra (1992),97c07e8350b3d722,author_year,Rusurra,1992,,,62543
1069,842,Andy (2001),fcd435d6a81381b5,author_year,Andy,2001,,,63488
1070,842,William (1977),a41ce245c5b3043e,author_year,William,1977,,,63725
1072,842,Heinz (1978),dff1b8b72213ee3c,author_year,Heinz,1978,,,64604
1073,842,Heinz (1986),9ffdc6748d5d05e6,author_year,Heinz,1986,,,64777
1074,842,Lisirisk (1974),a841f46cbe2e137c,author_year,Lisirisk,1974,,,65204
1075,842,Lisirisk (1980),341d26cf1fa5d348,author_year,Lisirisk,1980,,,65629
1076,842,Lisirisk (1981),466f1cdde7a73956,author_year,Lisirisk,1981,,,66217
1077,842,Mikartin (1977),9f868c319cb5b7ee,author_year,Mikartin,1977,,,66290
1078,842,Colin (1986),e0f7720810bc5f52,author_year,Colin,1986,,,66922
1079,842,Ian (2001),cc8b44e357c32bca,author_year,Ian,2001,,,67029
1080,842,Patrick (1980),09df049c3fe69103,author_year,Patrick,1980,,,67269
1081,842,Shiriimmi (1994),03af41612af1103e,author_year,Shiriimmi,1994,,,67617
1082,842,Goodsir (1948),2778d921666bf7c8,author_year,Goodsir,1948,,,67845
1083,842,Anne (1993),8e46df9db663f004,author_year,Anne,1993,,,67946
1084,842,William (1938),4e110515c7188d56,author_year,William,1938,,,68065
1085,842,Richard (1977),4905f38702fb7a43,author_year,Richard,1977,,,68751
1086,842,Richard (1979),12cdfcd38a0136c4,author_year,Richard,1979,,,69047
1087,842,Douglas (1946),5b55d455c56454b4,author_year,Douglas,1946,,,69170
1088,842,Douglas (1949),745f3064b12faf37,author_year,Douglas,1949,,,69548
1089,842,(Shimurste 1997),8dad068ebc735de6,parenthetical,Shimurste,1997,,,20294
1090,842,(Tisunike 1994),b5a4cff92b8e552f,parenthetical,Tisunike,1994,,,49844
1091,842,"(Shurentin, 2000)",96947748730ef222,parenthetical_comma,Shurentin,2000,,,29182
1093,849,(Fall 1993),70cde552751c4b61,parenthetical,Fall,1993,,,4299
1094,849,(Spring 2008),69ec363365a1a62f,parenthetical,Spring,2008,,,5162
1095,849,(April 2008),2ebfd3a6a5693174,parenthetical,April,2008,,,5393
1096,852,Journal (1970),dd95b38da511f7d1,author_year,Journal,1970,,,12104
1097,853,Issue (1998),d66c35bbe18de690,author_year,Issue,1998,,,12076
1098,855,Inquisition (1529),d3edfc0a04d7f706,author_year,Inquisition,1529,,,1233
1099,855,Jahrbuch (1983),3ff7b1fc83ae7eff,author_year,Jahrbuch,1983,,,8935
1100,855,Issue (1907),c50debbb667efd12,author_year,Issue,1907,,,16379
1101,855,Vevey (1448),3e7c26c41f83ced8,author_year,Vevey,1448,,,30458
1102,856,Volume (1960),de09ca226feca5ea,author_year,Volume,1960,,,8570
1103,856,Issue (1959),f98a6ce819817769,author_year,Issue,1959,,,16863
1104,856,"Heimatkalendar 
        
(1977)",c9ad9b3bc02fe107,author_year,Heimatkalendar,1977,,,22325
1105,856,Prozesse (1665),3f003a370989443f,author_year,Prozesse,1665,,,28933
1106,856,Witch (1683),284d00547389a06d,author_year,Witch,1683,,,42294
1107,856,Chronik (1989),2f20fe06679b143d,author_year,Chronik,1989,,,47353
1108,856,Neujahrsblatt (1950),9872eefb45e9e734,author_year,Neujahrsblatt,1950,,,55008
1109,858,Gent (1602),9666c5752727c149,author_year,Gent,1602,,,5142
1110,858,Anzegem (1603),84f9bdc5c9941ddd,author_year,Anzegem,1603,,,7275
1111,858,Nieuport (1652),204665f7b25492ff,author_year,Nieuport,1652,,,8720
1112,858,"Belfort
  
        
(1983)",c140e7e565eddd71,author_year,Belfort,1983,,,18184
1113,858,Heestert (1659),e526d112e97f7fbc,author_year,Heestert,1659,,,24698
1114,858,Bailleul (1659),616a75d5b2195805,author_year,Bailleul,1659,,,32283
1115,858,(Ieper 1764),e499f49b51dee3d4,parenthetical,Ieper,1764,,,6401
1116,860,Issue (1975),f63f0fdca2fff0a3,author_year,Issue,1975,,,9127
1117,860,Issue (1993),cca727524cba89c0,author_year,Issue,1993,,,11573
1118,860,Issue (1991),cab504df5de3312f,author_year,Issue,1991,,,13584
1119,861,Fuenterrabia (1611),7cb641287217f374,author_year,Fuenterrabia,1611,,,1397
1120,861,Superstition and Witchcraft (1529),3f375c92f429cdd8,author_year,Superstition and Witchcraft,1529,,,3696
1121,861,Annual (1948),31578bef05fe16ef,author_year,Annual,1948,,,3894
1123,863,Lychnos (1939),bd68353b971e1bc9,author_year,Lychnos,1939,,,62210
1124,863,Lychnos (1940),330be13692cdfdd9,author_year,Lychnos,1940,,,62354
1125,863,(May 2000),bc5de49d9d5ebd33,parenthetical,May,2000,,,70475
1126,864,Hogsdon (1604),630f5fc09dca7efc,author_year,Hogsdon,1604,,,16215
1127,864,Poetry (1595),0dbb9f7d37853edf,author_year,Poetry,1595,,,32292
1128,865,Account (1324),e27ab4ba6d133d99,author_year,Account,1324,,,3715
1129,866,Issue (1869),5417843fe2eb340a,author_year,Issue,1869,,,16920
1130,867,Witchcraft (1484),b397d9259d8a2a28,author_year,Witchcraft,1484,,,16211
1131,867,"Issue
  
 
(1990)",2b26cad63acfc256,author_year,Issue,1990,,,30784
1133,868,Hexenbulle (1484),c08778bd1d669eaa,author_year,Hexenbulle,1484,,,45177
1134,868,Hexenhammer (1487),e7c53f0e36635728,author_year,Hexenhammer,1487,,,45199
1135,868,(May 1966),10ad9441c57d2d15,parenthetical,May,1966,,,53594
1136,868,"(Summer, 1988)",831211b0245c35d4,parenthetical_comma,Summer,1988,,,29682
1137,868,""" (1580)",20ed2412f27aaf99,year_after_quote,1580,,,,34681
1138,868,""" 
 
(1581)",9c6f1f11d0997d56,year_after_quote,1581,,,,34728
1139,869,Daedalus (1975),4ec9f2f014b79b14,author_year,Daedalus,1975,,,4237
1140,869,Azande (1937),11b04b16568225f5,author_year,Azande,1937,,,9521
1141,869,Issue (1985),79165ee9e1d9b7c0,author_year,Issue,1985,,,17664
1142,869,Universitet (1992),18e0a499d53c1aa1,author_year,Universitet,1992,,,17853
1143,873,Instauration (1620),cc6283d428a1398d,author_year,Instauration,1620,,,4239
1144,873,Gooderige (1597),8a4b15f204c542bd,author_year,Gooderige,1597,,,8721
1145,873,Melacholy (1621),742ac6f66eb9034d,author_year,Melacholy,1621,,,17474
1146,873,Potts (1612),35f6ada91b67660f,author_year,Potts,1612,,,24938
1147,873,Walsh (1566),7f913b7ef3246051,author_year,Walsh,1566,,,30582
1148,873,Witchcraft(1621),4e1e22cc97844b36,author_year,Witchcraft,1621,,,40534
1150,873,"Issue
  
        
(1997)",af1aaea317de3241,author_year,Issue,1997,,,46596
1151,873,"Witches and Witchcraftes
  
  
(1593)",c91f0fab20a1843e,author_year,Witches and Witchcraftes,1593,,,47363
1152,873,Witches and Sorcerers (1587),4a35e7d18db190e8,author_year,Witches and Sorcerers,1587,,,47853
1153,873,Bungay (1594),cb1f116bf70c4807,author_year,Bungay,1594,,,51639
1154,873,Debated (1669),36090f92481c55d5,author_year,Debated,1669,,,61376
1155,873,Records (1886),504c264784e44814,author_year,Records,1886,,,63855
1156,873,Witchcraft (1584),fc07a031cbafbcc9,author_year,Witchcraft,1584,,,96747
1158,873,(Winter 1997),ed0f865459a848cd,parenthetical,Winter,1997,,,90575
1159,879,Knaweldy (1984),7f9e7bc35c608300,author_year,Knaweldy,1984,,,4587
1160,879,Hamilton (2007),18dc536532577840,author_year,Hamilton,2007,,,11075
1161,879,"(Aupers, 2004)",dd7cdb79cfbf838b,parenthetical_comma,Aupers,2004,,,4499
1162,880,"(Ravello, 1993)",21bf00ccc8608775,parenthetical_comma,Ravello,1993,,,5399
1163,889,Levin (1986),b137f09b1744fd67,author_year,Levin,1986,,,4722
1165,889,Brecht (1980),b888a384ff6993d1,author_year,Brecht,1980,,,5835
1167,889,Brecht (1985),b99fdff7c0a819f1,author_year,Brecht,1985,,,8267
1168,889,Worth (1972),8e3f428e57c49da5,author_year,Worth,1972,,,9845
1170,889,Joseph (1992),0e5e977b05209302,author_year,Joseph,1992,,,12923
1171,890,Downs and Stea (1973),c4d2c610d9e1c474,author_year,Downs and Stea,1973,,,34123
1172,890,(Foucault 1986),a23eefeae7907a17,parenthetical,Foucault,1986,,,1735
1173,890,(Appadurai 1995),fab702408411e7e7,parenthetical,Appadurai,1995,,,2055
1174,890,(September 1972),a20808a7434e4c1f,parenthetical,September,1972,,,4755
1175,890,(April 1974),c6b3a33da8efd30d,parenthetical,April,1974,,,4884
1176,890,(June 1969),f60a8107382b9121,parenthetical,June,1969,,,7361
1177,890,(June 1970),ae3843aa6d874f74,parenthetical,June,1970,,,12443
1178,891,Miller (1995),3db0c7d42362bd1b,author_year,Miller,1995,,,1495
1179,891,Grin (2002),4ff67ed51afb58a6,author_year,Grin,2002,,,1684
1180,891,King (1993),ac3d123d9eb741e0,author_year,King,1993,,,1708
1181,891,Lazear (1999),d47fc97cec826a91,author_year,Lazear,1999,,,1887
1182,892,Manhe (1993),a33100dbb7764474,author_year,Manhe,1993,,,3394
1183,892,Dubois (1962),98765d47a336467e,author_year,Dubois,1962,,,10414
1184,892,Allen (1981),c568a840b8793a07,author_year,Allen,1981,,,14789
1186,893,Isarugeire (1987),ad9d056111804921,author_year,Isarugeire,1987,,,223
1187,893,Orlnd (1957),386eb41be3f7ed4c,author_year,Orlnd,1957,,,254
1188,893,Stubbs (1995),48c6eafb16486bb3,author_year,Stubbs,1995,,,311
1189,893,Partington (1998),89098ac9bc0150f6,author_year,Partington,1998,,,741
1190,893,Entus (1993),00e2be7ce47c35e7,author_year,Entus,1993,,,954
1191,893,Kystenener (2001),553ee70ea112192a,author_year,Kystenener,2001,,,1064
1192,893,Klerkken (2000),6304915ebd086168,author_year,Klerkken,2000,,,1085
1193,893,Ukkyf (1995),0588952807ac823d,author_year,Ukkyf,1995,,,1358
1194,893,Duast (2002),5b73844538beeca9,author_year,Duast,2002,,,1391
1195,893,Isarugeire (1991),dd53eac917bbbade,author_year,Isarugeire,1991,,,1405
1196,893,Entus (2000),57990743b9fde1f1,author_year,Entus,2000,,,2280
1197,893,Taagetd (1998),6dd0ebbfe91cc5f5,author_year,Taagetd,1998,,,2407
1198,893,"(Ukki, 2001)",6db082466c75ed7d,parenthetical_comma,Ukki,2001,,,142
1199,893,"(Deiden, 2005)",09744c1d6ea80192,parenthetical_comma,Deiden,2005,,,1202
1201,896,Zolkovsky (1970),75e933c2a0629c2b,author_year,Zolkovsky,1970,,,4205
1204,896,Society (1984),768d3c8465259a2d,author_year,Society,1984,,,8033
1206,896,Schulze (1988),20bb4fab05b5b3ac,author_year,Schulze,1988,,,13661
1209,896,Rappaport (1992),3f87e605ca139f9e,author_year,Rappaport,1992,,,18315
1212,896,Sadock (1975),74a8f9fe9b38a02a,author_year,Sadock,1975,,,28609
1213,898,"Psychology
 (1971)",eab05f9e04a9a3d1,author_year,Psychology,1971,,,5541
1214,898,(October 1979),fe7fcf18866a540b,parenthetical,October,1979,,,4779
1215,898,(Forthcoming 1996),deb34079e40edf75,parenthetical,Forthcoming,1996,,,27880
1216,898,(December 2002),3d24bd319aa16dd7,parenthetical,December,2002,,,28812
1217,900,Winstead and Derlega (1986),854640b612feefe0,author_year,Winstead and Derlega,1986,,,1104
1218,901,(November 1995),9e3dfccda71cb6ff,parenthetical,November,1995,,,5070
1219,902,Langacker (1999),ba3c2e311d11e854,author_year,Langacker,1999,,,946
1223,902,Scalise (2000),b6c5b7a7497ac675,author_year,Scalise,2000,,,9903
1224,902,Lipka (1968),67f1fd6bb9e8320b,author_year,Lipka,1968,,,13128
1225,902,Miller (1980),90d51408b0112780,author_year,Miller,1980,,,14137
1226,902,Randall (1989),eb4a02f7ef652a89,author_year,Randall,1989,,,15277
1231,902,Hoekstra (1988),2d46e6f18490c279,author_year,Hoekstra,1988,,,27984
1232,902,Szantyr (1972),8e7ed3ccb1e6d86f,author_year,Szantyr,1972,,,30984
1234,902,Vikner (1994),6469490505e1bb6a,author_year,Vikner,1994,,,34690
1236,902,Zwicky (1992),95d02742633ba493,author_year,Zwicky,1992,,,47648
1237,902,Spyropoulos (1997),31c8f2dc5e9bbded,author_year,Spyropoulos,1997,,,49859
1238,902,Morphology (1998),9054a46907b7d3d5,author_year,Morphology,1998,,,50356
1241,902,Laughren (1988),6d16527109bc86ea,author_year,Laughren,1988,,,52166
1242,902,Sadler (1999),2330dc71300a5a74,author_year,Sadler,1999,,,58668
1247,916,Krakoaeyndyeyn (1928),b2c754d8efe0b2ca,author_year,Krakoaeyndyeyn,1928,,,4391
1248,923,Talk (1991),1ee536c9ab8176d7,author_year,Talk,1991,,,19250
1251,939,William (1994),8b052fc2799a9cff,author_year,William,1994,,,3877
1253,939,Peter (1984),94b1d1151cfe68c7,author_year,Peter,1984,,,4071
1254,939,Keren (1989),7598393b5bb07c6d,author_year,Keren,1989,,,4780
1255,939,Keren (1992),3858fe472ab9350c,author_year,Keren,1992,,,4852
1256,939,Donca (2004),06d866f57de8d2af,author_year,Donca,2004,,,4971
1257,939,Theo (1972),5bac629fc8b623fd,author_year,Theo,1972,,,5200
1258,939,Theo (1974),caea37e8653586f4,author_year,Theo,1974,,,5466
1259,939,May (1993),4e0d48fcab52c022,author_year,May,1993,,,5746
1260,939,Wang (2003),bbc6015afd6468d7,author_year,Wang,2003,,,5870
1261,948,Kokowtzow (1916),fe7a1c1cc28a1d32,author_year,Kokowtzow,1916,,,1514
1262,950,(Rochberg 2006),39d765a59c397d3e,parenthetical,Rochberg,2006,,,2034
1263,950,(Veldhuis 2006),d536ebdd08c9a3ad,parenthetical,Veldhuis,2006,,,5235
1264,951,"(August, 2011)",c67e28bfee2ce6f1,parenthetical_comma,August,2011,,,8508
1265,967,Nelson (1960),12329387e4cdb703,author_year,Nelson,1960,,,13912
1266,1002,Geckeler (1985),a6b7297af0cdf22d,author_year,Geckeler,1985,,,3383
1267,1002,Dressler (1992),6b7dda304f1369b5,author_year,Dressler,1992,,,5331
1268,1002,Herausgegeben (1990),42a5c676a5cf1c86,author_year,Herausgegeben,1990,,,12242
1269,1004,Stephen (1992),170ae35250b8ceae,author_year,Stephen,1992,,,3161
1270,1004,Maidment (2005),4e3d67197ed2c5f9,author_year,Maidment,2005,,,3373
1271,1004,Laurie (2003),b48f6fddc3306d25,author_year,Laurie,2003,,,3886
1272,1004,Lyle (1974),ef88a6fbfded9cee,author_year,Lyle,1974,,,4009
1273,1004,Andrew (2002),ab21b31f3ea689b6,author_year,Andrew,2002,,,4108
1274,1004,Ren (1930),37e1f72340a526a6,author_year,Ren,1930,,,4200
1275,1004,Ginet (1996),38813ce3748163a6,author_year,Ginet,1996,,,4320
1276,1004,Ladefoged (1999),524f87ee0c07f550,author_year,Ladefoged,1999,,,4428
1277,1004,Noam (1973),adc6c46770a7bcaf,author_year,Noam,1973,,,4559
1278,1004,Halle (1968),5124f1e6db478650,author_year,Halle,1968,,,4770
1279,1004,Yallop (1995),5a01fd91877cfc7a,author_year,Yallop,1995,,,4856
1280,1004,Hume (1995),fd0fdcbd4e0c0f30,author_year,Hume,1995,,,5095
1281,1004,David (1997),fb0e04306bc63130,author_year,David,1997,,,5589
1282,1004,Hannahs (2005),0fbe397371bac7a8,author_year,Hannahs,2005,,,5835
1283,1004,Robert (1992),34266216a9a7376c,author_year,Robert,1992,,,6051
1284,1004,Rodman (1998),d5fd2f631ba268a7,author_year,Rodman,1998,,,6149
1285,1004,Hyams (2003),848f1228502cf3ce,author_year,Hyams,2003,,,6306
1286,1004,Paul (1975),bdb8641ab4f29c9d,author_year,Paul,1975,,,6407
1287,1004,Paul (1978),59077826410550fa,author_year,Paul,1978,,,6573
1288,1004,Yellen (2006),275e7f26e4adc8d7,author_year,Yellen,2006,,,6754
1289,1004,Jacobs (2005),9373df02f62284bc,author_year,Jacobs,2005,,,6890
1290,1004,Liliane (1995),90759e3c1531ffda,author_year,Liliane,1995,,,6991
1291,1004,Morris (1995),68d4f3de81ece7d3,author_year,Morris,1995,,,7268
1292,1004,Peter (1992),0e7897eca69203f7,author_year,Peter,1992,,,7476
1293,1004,Kratzer (1998),e51f2f431960d41b,author_year,Kratzer,1998,,,7566
1294,1004,Geoffrey (1987),aeab14426f07a582,author_year,Geoffrey,1987,,,7657
1296,1004,Association (1999),977b54f69ddbefe1,author_year,Association,1999,,,8238
1297,1004,Halle (1952),e5860b7a9a16d816,author_year,Halle,1952,,,8446
1298,1004,Keith (2003),fd9ef062de5da3a7,author_year,Keith,2003,,,8585
1299,1004,Hyunsoon (1997),b0eb79b21f738238,author_year,Hyunsoon,1997,,,8778
1300,1004,Emiel (1998),e86d60f455fc9ec6,author_year,Emiel,1998,,,8940
1301,1004,Peter (2001),ecec17d42e24945f,author_year,Peter,2001,,,9130
1302,1004,Maddieson (1996),399ed7ed046d4c5d,author_year,Maddieson,1996,,,9369
1303,1004,Shalom (2001),ced67e81eef7e860,author_year,Shalom,2001,,,9568
1304,1004,Geoffrey (1981),9890821448e52e82,author_year,Geoffrey,1981,,,9746
1305,1004,Brian (2006),5190559064aa6ea7,author_year,Brian,2006,,,9982
1306,1004,Vesztergombi (2003),bb4dcd1b04ecfefe,author_year,Vesztergombi,2003,,,10202
1307,1004,John (1995),507b5891708aa20f,author_year,John,1995,,,10306
1308,1004,John (1988),254e7b5d65eab483,author_year,John,1988,,,10695
1309,1004,Sato (2006),7381f753dc746ba1,author_year,Sato,2006,,,11149
1310,1004,David (2005),49601235e5868a81,author_year,David,2005,,,11474
1311,1004,Jamal (1999),44ec9183328d65fd,author_year,Jamal,1999,,,11557
1312,1004,Jaye (1995),29db12a8c3d69b89,author_year,Jaye,1995,,,11722
1313,1004,Ladusaw (1996),6bbd073860131956,author_year,Ladusaw,1996,,,12127
1314,1004,Andrew (1988),6d394240f78f8465,author_year,Andrew,1988,,,12239
1315,1004,Andrew (1997),ea5f00d66f3c0108,author_year,Andrew,1997,,,12325
1316,1004,Spencer (1999),7c3a1e05b4918f53,author_year,Spencer,1999,,,12524
1317,1004,"Luigi 
(1982)",5ea16641f5f1e543,author_year,Luigi,1982,,,12615
1318,1004,Peter (2000),b453e691b02dfc7f,author_year,Peter,2000,,,12703
1319,1004,Ablex (1986),2470bfdd2ba73505,author_year,Ablex,1986,,,12957
1320,1004,Elizabeth (1986),1d3a3e5d64f489ec,author_year,Elizabeth,1986,,,13065
1321,1004,Katsumasa (1996),f1785fadcc104477,author_year,Katsumasa,1996,,,13342
1322,1004,Andrew (1991),039df84056ae7d6d,author_year,Andrew,1991,,,13477
1323,1004,Ronald (2006),5bb1bdf8f38ca178,author_year,Ronald,2006,,,13737
1324,1004,Akira (1992),953f00583af6a918,author_year,Akira,1992,,,13845
1325,1004,Hee (2004),6570f11a17a246d7,author_year,Hee,2004,,,13973
1326,1004,Hee (2007),c9ab95014963707c,author_year,Hee,2007,,,14070
1327,1004,Hee (2008),20e1dc3fefb9ca27,author_year,Hee,2008,,,14217
1328,1004,Ma (2005),48a2e41a8d242f81,author_year,Ma,2005,,,14411
1329,1004,Moira (1980),ae700cc3b301f9ae,author_year,Moira,1980,,,14556
1330,1004,Moira (2002),043d7c38058a13b8,author_year,Moira,2002,,,14711
1331,1004,George (1996),e0b8ca96e3c16ce0,author_year,George,1996,,,14769
1332,1052,Senft (1998),8069ecf0f2ff5bd7,author_year,Senft,1998,,,3700
1333,1052,Whorf (1939),122b546946567201,author_year,Whorf,1939,,,3791
1334,1052,Whorf (1941),dfb8c991878506fb,author_year,Whorf,1941,,,4015
