id,article_id,entry_text,entry_hash,author,year,title,journal,volume,pages,publisher,url,doi,position
552,537,"DEMIRAJ, SH. (1986): Gramatikë historike e gjuhës shqipe. Tiranë.",009035b936387c8b,"DEMIRAJ, SH",1986,Gramatikë historike e gjuhës shqipe,,,,,,,13
553,537,"DEMIRAJ, SH. (1988): Gjuha shqipe dhe historia e saj.",bee6d8cbfe7dcf65,"DEMIRAJ, SH",1988,Gjuha shqipe dhe historia e saj,,,,,,,14
554,537,"JOKL, N. (1911): Studien zur albanesischen Etymologie und Wortbildung. Wien.",ff8df5b702904be8,"JOKL, N",1911,Studien zur albanesischen Etymologie und Wortbildung,,,,,,,15
555,537,"JOKL, N. (1967): Marrëdhëniet e afrisë së shqipes me gjuhët e tjera indoevropiane. In: Studime filologjike,3.",83757ad3985cf89d,"JOKL, N",1967,Marrëdhëniet e afrisë së shqipes me gjuhët e tjera indoevropiane,,,,,,,16
556,537,"KOSTALLARI, A. (1972): Gjuha e sotme letrare shqipe dhe disa probleme themelore të saj. In: Kongresi i Drejtshkrimit të gjuhës shqipe 1972. Tiranë.",e34725db0193cfb8,"KOSTALLARI, A",1972,Gjuha e sotme letrare shqipe dhe disa probleme themelore të saj,,,,,,,17
557,537,"LLOSHI, X. (1984): Modern Albanian in Different Cultural Contexts. In: Studia albanica, 2.",69b3e6c1bd29ecd2,"LLOSHI, X",1984,Modern Albanian in Different Cultural Contexts,Different Cultural Contexts. In: Studia albanica,,,,,,18
558,537,"LLOSHI, X. (1991): Kultura shqiptare përpara rreziqesh të reja. In: SOT, 5-6.",65de7ac9c4690a4d,"LLOSHI, X",1991,Kultura shqiptare përpara rreziqesh të reja,,,,,,,19
559,537,"PEDERSEN, H. (1900): Die Gutturale im Albanesischen. In: Zeitschrift für vergl. Sprachforsch. auf dem Gebiete der IG. Sprachen. Berlin.",2290d702cf851329,"PEDERSEN, H",1900,Die Gutturale im Albanesischen,,,,,,,20
560,543,"Timberlake, Alan (1977): “Reanalysis and actualization in syntactic change”. In: Charles N. Li (ed.): Mechanisms of syntactic change. Austin: University of Texas Press.",3153ce80832ab844,"Timberlake, Alan",1977,“Reanalysis and actualization in syntactic change”,,,,,,,1
561,543,"Wierzbicka, Anna (1988): The semantics of grammar. Amsterdam: John Benjamins.",2eaf2d057ad2242a,"Wierzbicka, Anna",1988,The semantics of grammar,,,,,,,2
562,543,"Zaliznjak, A.A. (1995): Drevne-novgorodskij dialekt. Moskva: Jazyki russkoj kul’tury.",af8244cadc256969,"Zaliznjak, A.A",1995,Drevne-novgorodskij dialekt,,,,,,,3
563,544,"Mi iel antre di e jocesi di Eseiait, iztri izpemelo žitznépecu mi unpe žu nepde cądi onunteižre in si posulait perucaste mevec eo etdere XX i, alajcu dizi, mi iel peacu are cadia seri ce rifisožie i toei Jufarel Loncuei (1908) daj si zideteic deunste catediel (1939-45), i ifast vefarĭe iziceărcăi paste ącu teizatel esein čilaz:",01a2350195bd47b7,"Mi iel antre di e jocesi di Eseiait, iztri izpemelo žitznépecu mi unpe žu nepde cądi onunteižre in si posulait perucaste mevec eo etdere XX i, alajcu dizi, mi iel peacu are cadia seri ce rifisožie i t",1908,,,,,,,,4
564,552,"Whorf, Benjamin Lee. (1956). Language, thought, and reality: In John B. Carroll (Ed.), Selected writings of Benjamin Lee Whorf. Cambridge, MA: MIT Press.",b6f1157847f0f4b9,"Whorf, Benjamin Lee",1956,"Language, thought, and reality: In John B",Lee. (1956). Language,,,,,,2
565,554,"Në unkiš vesëinjišm iraf ersërdïinjëg nëlkhe dï në nisirdh Irtdheğo, veğëesab ë Nïzir, nja Ketzğëdïur (kiqëšte 1934 Unkiš, jëheğa në iras ë në vesëinjiše), veğëesab ë Ëlvesaë. Në ğrreš rduunje hiur dtnsëišğ e iše ğjët tëi ilinjišm iraf R.R. Vesëtinjën (1895). Dhekišje keistjuntë dïudtëiš L. Essiëqëu (1989 [ersërdïinjëg 1903]), K. Këerrqën (1907) nja N. Fedhijktin (1956). Essiëqëu meaf në ğrreš ntjtije dë dïudtëiš në unkiš vesëinjišm ğa në kinjkv kjëtëš nja oïte uiësëğğëzigë iraf kiğrrasğ ğa në v",a1650dc41b8698aa,"Në unkiš vesëinjišm iraf ersërdïinjëg nëlkhe dï në nisirdh Irtdheğo, veğëesab ë Nïzir, nja Ketzğëdïur (kiqëšte 1934 Unkiš, jëheğa në iras ë në vesëinjiše), veğëesab ë Ëlvesaë. Në ğrreš rduunje hiur dt",1895,kohrïznkhe vesëinjëkdhidtrsëjhe,,,,,,,2
566,555,". . . there is clearly an iconic element in metaphor.       
Paul Henle (1958)",37d25338b3efd839,". . . there is clearly an iconic element in metaphor.       
Paul Henle",1958,,,,,,,,1
567,570,"Hammarberg, Inger, and Gert Rispling, ‘Graffiter på vikingatida mynt’, Hikuin 11 (1985), 63–78.",9202228517fe1c72,"Hammarberg, Inger, and Gert Rispling, ‘Graffiter på vikingatida mynt’, Hikuin 11",1985,63–78,Hikuin,,,,,,5
568,570,"Hauck, Karl, ‘Brakteatenikonologie’, in Johannes Hoops, Reallexikon der germanischen Altertumskunde, 2nd ed. (Berlin 1976– ), III, pp. 361–401.   
———, ‘Die runenkundlichen Erfinder von den Bildchiffren der Goldbrakteaten (Zur Ikonologie der Goldbrakteaten, LVII)’, Frühmittelalterliche Studien 32 (1998), 28–56.",8629e92041945caa,"Hauck, Karl, ‘Brakteatenikonologie’, in Johannes Hoops, Reallexikon der germanischen Altertumskunde, 2nd ed. (Berlin 1976– ), III, pp. 361–401.   
———, ‘Die runenkundlichen Erfinder von den Bildchiffr",1998,28–56,Johannes Hoops,,361–401,,,,7
569,570,"Koch, Robert, ‘Waffenförmige Anhänger aus merowingerzeitlichen Frauengräber’, Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz 17 (1970), 285–93.",77a3868f1e27dd62,"Koch, Robert, ‘Waffenförmige Anhänger aus merowingerzeitlichen Frauengräber’, Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz 17",1970,285–93,,,,,,,8
570,570,"Meroney, Howard, ‘Irish in the Old English charms’, Speculum 20 (1945), 172–82.",82af7f569daac131,"Meroney, Howard, ‘Irish in the Old English charms’, Speculum 20",1945,172–82,Speculum,,,,,,18
571,570,"Mitchell, Stephen A., ‘Anaphrodisiac charms’, Norveg 38 (1998), 19–42.",ac64f0692423643d,"Mitchell, Stephen A., ‘Anaphrodisiac charms’, Norveg 38",1998,19–42,Norveg,,,,,,19
572,570,"Moltke, Erik, ‘Greenland runic inscriptions IV’, Meddelelser om Grønland 88 (1936), 223–32.",7f938eb34b22f68c,"Moltke, Erik, ‘Greenland runic inscriptions IV’, Meddelelser om Grønland 88",1936,223–32,,,,,,,20
573,570,"Rosenström, Per Henrik, ‘Nya medeltidsundersökningar i gamla Lödöse’, Västergötlands fornminnesförenings tidskrift (1963), 259–85.",903ad51b6313d76f,"Rosenström, Per Henrik, ‘Nya medeltidsundersökningar i gamla Lödöse’, Västergötlands fornminnesförenings tidskrift",1963,259–85,,,,,,,21
574,570,"Russell, James C., The Germanization of Early Medieval Christianity: A sociohistorical approach to religious transformation (New York 1994).    
Samplonius, Kees, ‘Zum Runenstein von Malt’, Amsterdamer Beiträge zur älteren Germanistik 36 (1992), 65–91.",cc7027a00e0598fd,"Russell, James C., The Germanization of Early Medieval Christianity: A sociohistorical approach to religious transformation (New York 1994).    
Samplonius, Kees, ‘Zum Runenstein von Malt’, Amsterdame",1992,65–91,,,,,,,23
575,570,"Santesson, Lillemor, ‘En blekingsk blotinskrift. En nytolkning av inledningsraderna på Stentoftenstenen’, Fornvännen 84 (1989), 221–29 [= Frühmittelalterliche Studien 27 (1992), 241–52].",9636aa62b262df3a,"Santesson, Lillemor, ‘En blekingsk blotinskrift. En nytolkning av inledningsraderna på Stentoftenstenen’, Fornvännen 84",1989,"221–29 [= Frühmittelalterliche Studien 27 (1992), 241–52]",,,,,,,25
576,570,"Schulte, Michael, ‘Nordischer Sprachkontakt in älterer Zeit: Zu einer Kontaktphonologie’, NOWELE 38 (2001), 49–64.",faa9732df0dbb627,"Schulte, Michael, ‘Nordischer Sprachkontakt in älterer Zeit: Zu einer Kontaktphonologie’, NOWELE 38",2001,49–64,,,,,,,27
577,570,"Stoklund, Marie, ‘Arbejdet ved Runologisk Laboratorium, København’, Nytt om runer 12 (1997), 4–10.",ab37e21c730b2d32,"Stoklund, Marie, ‘Arbejdet ved Runologisk Laboratorium, København’, Nytt om runer 12",1997,4–10,,,,,,,29
578,570,"———, ‘The Ribe cranium inscription and the Scandinavian transition to the younger reduced futhark’, Amsterdamer Beiträge zur älteren Germanistik 45 (1996), 199–209 [= Frisian Runes and Neighbouring Traditions. Proceedings of the First International Symposium on Frisian Runes at the Fries Museum, Leeuwarden 26–29 January 1994, ed. Tinneke Looijenga and Arendt Quak].",995428289e9b6666,"———, ‘The Ribe cranium inscription and the Scandinavian transition to the younger reduced futhark’, Amsterdamer Beiträge zur älteren Germanistik 45",1996,199–209 [= Frisian Runes and Neighbouring Traditions,Leeuwarden,,,,,,30
579,570,"Westlund, Börje, ‘Kvinneby – en runinskrift med hittills okända gudanamn?’, Studia anthroponymica Scandinavica 7 (1989), 25–52.",b618bf850209db04,"Westlund, Börje, ‘Kvinneby – en runinskrift med hittills okända gudanamn?’, Studia anthroponymica Scandinavica 7",1989,25–52,,,,,,,34
580,575,"E. Narducci, ‘
Intorno a tre inediti volgarizzamenti del buon secolo della lingua
’, Il Propugnatore, II (1869).",29e694e64b3f1141,"E. Narducci, ‘
Intorno a tre inediti volgarizzamenti del buon secolo della lingua
’, Il Propugnatore, II",1869,,,,,,,,14
581,580,"Slavonski Srbi su doseljenici iz Bosne. istočne Hercegovine i zapadnih dijelova Crne Gore. U XIX vijeku su se doseljavali i iz Like i Korduna. Bilo je. uz to, i unutrašnjih preseljavanja, osobito iz Baranje u Slavoniju (v. niže). Tokom ratnih zbivanja 1991-1995. mnogi slavonski Srbi su se iselili u Vojvodinu ili u Beograd. A u maju 1995. u operaciji nazvanoj «Bljesak» hrvatske snage su praktično očistile srpski prostor zapadne Slavonije. Poslije uspostavljanja mira (1995) neki Srbi se vraćaju na",caf03a4bec2bf1d8,"Slavonski Srbi su doseljenici iz Bosne. istočne Hercegovine i zapadnih dijelova Crne Gore. U XIX vijeku su se doseljavali i iz Like i Korduna. Bilo je. uz to, i unutrašnjih preseljavanja, osobito iz B",1995,neki Srbi se vraćaju na svoja ranija staništa,,,,,,,10
582,580,"Babić, Stjepan (1986) Tvorba riječi u hrvatskom književnom jeziku: Nacrt za gramatiku, JAZU – Globus, Zagreb.",3732562bc64f11bc,"Babić, Stjepan",1986,"Tvorba riječi u hrvatskom književnom jeziku: Nacrt za gramatiku, JAZU – Globus, Zagreb",,,,,,,25
583,580,"Brabec, Ivan (1958) “Glavnije fonetske osobine govora u tuzlanskom kraju (upoređene s osobinama u drugim štokavskim govorima)”, u: Pitanja književnosti i jezika, knj. IV–V, sv. b, str. 43–68, Sarajevo.",512d4476e810dd46,"Brabec, Ivan",1958,"“Glavnije fonetske osobine govora u tuzlanskom kraju (upoređene s osobinama u drugim štokavskim govorima)”, u: Pitanja književnosti i jezika, knj",,,,,,,26
584,580,"Dešić, Milorad (1990) Iz srpskohrvatske leksike, NIO “Univerzitetska riječ”, Nikšić.",1afdb9080f5f792a,"Dešić, Milorad",1990,"Iz srpskohrvatske leksike, NIO “Univerzitetska riječ”, Nikšić",,,,,,,28
585,580,"Halilović, Senahid (1990) “Govor Muslimana Tuholja (okolina Kladnja)”, u: Bosanskohercegovački dijalektološki zbornik, knj. VI, str. 249–358, Institut za jezik, Sarajevo.",a952263333dc99da,"Halilović, Senahid",1990,"“Govor Muslimana Tuholja (okolina Kladnja)”, u: Bosanskohercegovački dijalektološki zbornik, knj",,,,,,,30
586,580,"Halilović, Senahid (1991) Bosanski jezik, Biblioteka Ključanin, Sarajevo.",746e444230805bb7,"Halilović, Senahid",1991,"Bosanski jezik, Biblioteka Ključanin, Sarajevo",,,,,,,31
587,580,"Ivić, Milka (1995) O zelenom konju: Novi lingvistički ogledi, Slovograf, Beograd.",134691fc2f83a81d,"Ivić, Milka",1995,"O zelenom konju: Novi lingvistički ogledi, Slovograf, Beograd",,,,,,,32
588,580,"Kreševljaković, Hamdija (1991) Esnafi i obrti u Bosni i Hercegovini (1463–1878), Veselin Masleša, Sarajevo.",0f346774d40ad57e,"Kreševljaković, Hamdija",1991,"Esnafi i obrti u Bosni i Hercegovini (1463–1878), Veselin Masleša, Sarajevo",Masleša,,,,,,33
589,580,"Otašević, Đorđe (1997) “Univerbacija”, u: Naš jezik, XXXII/1–2, str. 52–63.",3a4946f76c674342,"Otašević, Đorđe",1997,"“Univerbacija”, u: Naš jezik, XXXII/1–2, str",,,,,,,34
590,580,"Radovanović, Milorad (1986) Sociolingvistika, Književna zajednica Novog Sada, Dnevnik, Novi Sad.",54d5d0e80425a5b2,"Radovanović, Milorad",1986,"Sociolingvistika, Književna zajednica Novog Sada, Dnevnik, Novi Sad",,,,,,,35
591,580,"Radovanović, Milorad (1997) Spisi iz kontekstualne lingvistike, Izdavačka knjižarnica Zorana Stojanovića, Sremski Karlovci – Novi Sad.",a9e8a9e7636aa7ff,"Radovanović, Milorad",1997,"Spisi iz kontekstualne lingvistike, Izdavačka knjižarnica Zorana Stojanovića, Sremski Karlovci – Novi Sad",,,,,,,36
592,580,"Škaljić, Abdulah (1973) Turcizmi u srpskohrvatskom jeziku, Svjetlost, Sarajevo.",3b2e0c866227ab4f,"Škaljić, Abdulah",1973,"Turcizmi u srpskohrvatskom jeziku, Svjetlost, Sarajevo",,,,,,,37
593,580,"Zgusta, Ladislav (1991) Priručnik leksikografije, Svjetlost, Sarajevo.",fbc418c69c1afa9f,"Zgusta, Ladislav",1991,"Priručnik leksikografije, Svjetlost, Sarajevo",,,,,,,38
594,586,Notes on Khazaria in Tang Period Texts” AEMAe 14 (2005).,ec07673226a0c686,Notes on Khazaria in Tang Period Texts” AEMAe 14,2005,,,,,,,,0
595,587,"Durham, Edith (1928), Some tribal origins, laws and customs of the Balkans. Illustrated by the author. London: Allen & Unwin, London Nachdruck AMS 1979. 318 S.",1105b662c45a8ae5,"Durham, Edith",1928,"Some tribal origins, laws and customs of the Balkans",,,,,,,20
596,587,"Nedeljiković, B. (1956), ‘Kanun Leke Dukapina. Arbanaško obicajno pravo (iz rukopisa zaostavštine V. Bogišica),’ Anali Pravnog Fakulteta u Beogradu, Belgrad, 4 dilé, S. 429-474.",b5631e2467050795,"Nedeljiković, B",1956,‘Kanun Leke Dukapina,,,,,,,26
597,587,"Quku, Sabri (1997), Kanuni i Lekë Dukagjinit. Në profilin juridik. Përkth.   
nga origj. Ardian Doka. Shkodra: Bot. i Muzeut Historik. 133 S.",0945fe6ecc66982f,"Quku, Sabri",1997,Kanuni i Lekë Dukagjinit,,,,,,,28
598,590,"The Arabic text had first been published by Louis Cheikho in al-Machriq     
XIX (1921), 359-374 and 408-418 under the title,",442ad7080e0be97b,"The Arabic text had first been published by Louis Cheikho in al-Machriq     
XIX",1921,,,,,,,,3
599,594,"Abry, J.-H. (ed.) (1993) 
Les tablettes astrologiques de Grand (Vosges) et l’astrologie en Gaule Romaine
: 77–112, Paris.",19735cce17fa3e0c,"Abry, J.-H. (ed.)",1993,"Les tablettes astrologiques de Grand (Vosges) et l’astrologie en Gaule Romaine
: 77–112, Paris",,,,,,,42
600,594,"Ankarloo, B. and Henningsen, G. (eds) (1990) 
Early Modern European Witchcraft : Centres and Peripheries
, Oxford.",34b7b0f690b79e0d,"Ankarloo, B. and Henningsen, G. (eds)",1990,"Early Modern European Witchcraft : Centres and Peripheries
, Oxford",,,,,,,43
601,594,"Ankarloo, B. and Clark, S. (eds) (1999) 
The Athlone History of Witchcraft and Magic in Europe
, 2: Ancient Greece and Rome, London.",5cda999d231bb2b9,"Ankarloo, B. and Clark, S. (eds)",1999,"The Athlone History of Witchcraft and Magic in Europe
, 2: Ancient Greece and Rome, London","Europe
",,,,,,44
602,594,"Cameron, A. and Herrin, J. (1984) 
Constantinople in the Early Eighth Century: The Parastaseis Syntomoi Chronikai
, Leiden.",fd893c614602ff0e,"Cameron, A. and Herrin, J",1984,"Constantinople in the Early Eighth Century: The Parastaseis Syntomoi Chronikai
, Leiden",,,,,,,46
603,594,"Favret-Saada, J. (1977) 
Les mots, la mort, les sorts
, Paris; English trans. (1980) 
Deadly Words
, Cambridge.",52dcba424eb6ff72,"Favret-Saada, J",1977,"Les mots, la mort, les sorts
, Paris; English trans",,,,,,,47
604,594,"Iatropoulos, D. (ed.) (1983) 
Occultism
, vol. 8, ‘Chrisi Diathiki’, Athens.",45488398f995f0a8,"Iatropoulos, D. (ed.)",1983,"Occultism
, vol",,,,,,,48
605,594,"Kotansky, R. (1964) 
Greek Magical Amulets: The Inscribed Gold, Silver, Copper, and Bronze Lamellae
 1 (Papyrologica Coloniensia 22.1, Opladen), no. 13.",f43d8ad6afdf66f8,"Kotansky, R",1964,"Greek Magical Amulets: The Inscribed Gold, Silver, Copper, and Bronze Lamellae
 1 (Papyrologica Coloniensia 22",,,,,,,49
606,594,"Martínez, Calvo J.L. and Romero, Sánchez M.D. (1987) 
Textos de magia en papiros griegos
, Madrid.",e7269a281f4df9c2,"Martínez, Calvo J.L. and Romero, Sánchez M.D",1987,"Textos de magia en papiros griegos
, Madrid",,,,,,,50
607,594,"Svobada, K. (1927) 
La démonologie de Michel Psellos
 (Opera Facultatis Philosophicae Universitatis Masarykianae Brunensis), Brno.",7a800619dfe37284,"Svobada, K",1927,"La démonologie de Michel Psellos
 (Opera Facultatis Philosophicae Universitatis Masarykianae Brunensis), Brno",,,,,,,51
608,594,"Waegeman, M. (1987) 
Amulet and Alphabet: Magical Amulets in the First Book of Cyranides
, Amsterdam.",22d34290ef107cca,"Waegeman, M",1987,"Amulet and Alphabet: Magical Amulets in the First Book of Cyranides
, Amsterdam",,,,,,,52
609,598,"Asano, Tsuruko (ed.) (1978) Giongo Gitaigo Jiten [Dictionary of Onomatopoeic and Mimetic Expressions]. Tokyo: Kadokawa Shoten.",5c8b26d3c10c2e5c,"Asano, Tsuruko (ed.)",1978,Giongo Gitaigo Jiten [Dictionary of Onomatopoeic and Mimetic Expressions],,,,,,,10
610,598,"Birdwhistell, Ray L. (1970) Kinesics and Context: Essays on Body Motion Communication. Philadelphia: University of Pennsylvania Press.",6c9b56887666f9c0,"Birdwhistell, Ray L",1970,Kinesics and Context: Essays on Body Motion Communication,,,,,,,11
611,598,"Freeman, Donald C. (1978a) ‘Syntax and Romantic Poetics’. In Proceedings of the 12th International Congress of Linguists, eds Wolfgang U. Dressler and Wolfgang Meid, 654–7. Innsbrucker Beiträge zur Sprachwissenschaft.",27ef4328df590003,"Freeman, Donald C",1978a,‘Syntax and Romantic Poetics’,Proceedings of the 12th International Congress of Linguists,,,,,,12
612,598,"Hinton, Leanne, Johanna Nichols and John Ohala (eds) (1994) Sound Symbolism. Cambridge: Cambridge University Press.",cffcbd89cef8426e,"Hinton, Leanne, Johanna Nichols and John Ohala (eds)",1994,Sound Symbolism,,,,,,,13
613,598,"Langer, Susanne K. (1957) Philosophy in a New Key: a Study in the Symbolism of Reason, Rite, and Art. Cambridge, Mass.: Harvard University Press.",86f8a6da072b333d,"Langer, Susanne K",1957,"Philosophy in a New Key: a Study in the Symbolism of Reason, Rite, and Art",,,,,,,14
614,598,"Miron, Murray, S. (1961) ‘A Cross-Linguistic Investigation of Phonetic Symbolism’. Journal of Abnormal and Social Psychology, 62: 623–30.",fc2accf7f68a919e,"Miron, Murray, S",1961,‘A Cross-Linguistic Investigation of Phonetic Symbolism’,Abnormal and Social Psychology,62,623–30,,,,15
615,598,"Posner, Roland (1986) ‘Iconicity in Syntax’. In Iconicity: Essays on the Nature of Culture, eds Paul Bouissac et al., 305–37. Tübingen: Stauffenburg.",1cdfef95c958e4c2,"Posner, Roland",1986,‘Iconicity in Syntax’,Syntax’. In Iconicity: Essays on the Nature of Culture,,,,,,16
616,598,"Waugh, Linda R. (1992) ‘Presidential Address: Let’s Take the Con out of the Iconicity: Constrains on Iconicity in the Lexicon’. American Journal of Semiotics, 9: 7–48.",8b5bfdeb23c06da0,"Waugh, Linda R",1992,‘Presidential Address: Let’s Take the Con out of the Iconicity: Constrains on Iconicity in the Lexicon’,Semiotics,9,7–48,,,,17
617,607,"literature. In Proc. of IEEE Symp. on Information Visualization, Poster Session (2005).",2ec76895c0039b20,"literature. In Proc. of IEEE Symp. on Information Visualization, Poster Session",2005,,Proc. of IEEE Symp. on Information Visualization,,,,,,0
618,607,"DON A., ZHELEVA E., GREGORY M., TARKAN S., AUVIL L., CLEMENT T., SHNEIDERMAN B., PLAISANT C.: Discovering interesting usage patterns in text collections: Integrating text mining with visualization. In Proc. of the Conf. on Information and Knowledge Management (2007).",87ddc82ae7cf8a02,"DON A., ZHELEVA E., GREGORY M., TARKAN S., AUVIL L., CLEMENT T., SHNEIDERMAN B., PLAISANT C.: Discovering interesting usage patterns in text collections: Integrating text mining with visualization. In",2007,,,,,,,,1
619,607,Semantic Data Visualization (2010) - Karadne Rep. 1061,b441f0aae588e2b6,Semantic Data Visualization,2010,- Karadne Rep,,,,,,,2
620,607,Wierzbicka Nodespaces: complex semantic networks - 2010 Working Papers (2010) - Karadne Rep. 1064,e44ab49789a31a1f,Wierzbicka Nodespaces: complex semantic networks - 2010 Working Papers,2010,- Karadne Rep,,,,,,,3
621,607,Nodespaces V2.0 - Cognitive Linguistics Software (2010) - Ayndryl Rep. 1068,0002ae38c7aa309c,Nodespaces V2.0 - Cognitive Linguistics Software,2010,- Ayndryl Rep,,,,,,,4
622,607,Semantic Imaging - Mapping Meaning and Symbols (2010) - Aelidse Rep. 1071,c4a314795d4568c7,Semantic Imaging - Mapping Meaning and Symbols,2010,- Aelidse Rep,,,,,,,5
623,607,Vectorial® Word-Space Models (2010) - Direne Rep. 1074,0ad1d8c7e0c87911,Vectorial® Word-Space Models,2010,- Direne Rep,,,,,,,6
624,607,"OELKE D., BAK P., KEIM D. A., LAST M., DANON G.: Visual evaluation of text features for document summarization and analysis. In Proc. of the IEEE Symp. on Visual Analytics Science and Technology (VAST) (2008), pp. 75–82.",a0d51b52efa3e632,"OELKE D., BAK P., KEIM D. A., LAST M., DANON G.: Visual evaluation of text features for document summarization and analysis. In Proc. of the IEEE Symp. on Visual Analytics Science and Technology (VAST",2008,pp,Proc. of the IEEE Symp. on Visual Analytics Science and Technology (VAST) (2008),,75–82,,,,7
625,607,WATTENBERG M.: Arc diagrams: Visualizing structure in strings. In Proc. of the IEEE Symp. on Information Visualization (2002).,376aefe5e536a560,WATTENBERG M.: Arc diagrams: Visualizing structure in strings. In Proc. of the IEEE Symp. on Information Visualization,2002,,,,,,,,8
626,611,"Bates, E. (1976) Language and Context: The Acquisition of Pragmatics. New York: Academic Press.",97d77e9ced9eeeac,"Bates, E",1976,Language and Context: The Acquisition of Pragmatics,,,,,,,22
627,611,"Bates, E. (1979) The Emergence of Symbols: Cognition and Communication in Infancy. New York: Academic Press.",bb9ad6e980a780a4,"Bates, E",1979,The Emergence of Symbols: Cognition and Communication in Infancy,,,,,,,23
628,611,"Bates, E., Benigni, T., Bretherton, I., Camaioni, L. and Voltera, V. (eds) (1979) The Emergence of Symbols: Cognition and Communication in Infancy. New York: Academic Press.",51aa7cd2b0083e6c,"Bates, E., Benigni, T., Bretherton, I., Camaioni, L. and Voltera, V. (eds)",1979,The Emergence of Symbols: Cognition and Communication in Infancy,,,,,,,24
629,611,"Bates, E. and Dick, F. (2000) ‘Beyond phrenology: Brain and language in the next millennium.’ Brain and Language, 71, 18–21.",9d073df0239268c1,"Bates, E. and Dick, F",2000,‘Beyond phrenology: Brain and language in the next millennium,,,,,,,25
630,611,"Bates, E. and Goodman, J. (1997) ‘On the inseparability of grammar and the lexicon.’ Language and Cognitive Processes, 12, 507–86.",ac433ec65af91799,"Bates, E. and Goodman, J",1997,‘On the inseparability of grammar and the lexicon,,,,,,,26
631,611,"Biklen, D. (1990) ‘Communication unbound: Autism and praxis.’ Harvard Educational Review, 60, 291–314.",1d50ac6b9b0e7546,"Biklen, D",1990,‘Communication unbound: Autism and praxis,,,,,,,27
632,611,"Boucher, J. (1976) ‘Is autism primarily a language disorder?’ British Journal of Disorders of Communication, 11, 135–43.",5d76e9f134d4b4b5,"Boucher, J",1976,"‘Is autism primarily a language disorder?’ British Journal of Disorders of Communication, 11, 135–43",Disorders of Communication,,,,,,28
633,611,"Boucher, J. (2001). Lost in a sea of time: time parsing and autism. In C. Hoerl & T. McCormack (eds.), Time and memory: issues in philosophy and psychology, pp. 111–135. Oxford: Oxford University Press.",5e3afab43afa08f8,"Boucher, J",2001,Lost in a sea of time: time parsing and autism,C. Hoerl & T. McCormack (eds.),,111–135,,,,29
634,611,"Crossley, R. (1992) ‘Getting the words out: Case studies in facilitated communication training.’ Topics in Language Disorders, 12, 4, 46–59.",8c6eab1324f955b8,"Crossley, R",1992,‘Getting the words out: Case studies in facilitated communication training,Language Disorders,,,,,,30
635,611,"Fay, W. and Schuler, A. (1980) Emerging Language in Children with Autism. Baltimore MD: University Park Press.",a0b42866dcbe5289,"Fay, W. and Schuler, A",1980,Emerging Language in Children with Autism,,,,,,,31
636,611,"Fodor, J. (1975) The Language of Thought. Cambridge, MA: Harvard University Press.",7f3589617e47d6af,"Fodor, J",1975,The Language of Thought,,,,,,,32
637,611,"Grandin, T. (2000) ‘My mind is a web browser: How people with autism think.’ Cerebrum, 2, 1, Winter, 14–22.",3afe5d7c9fcbbc17,"Grandin, T",2000,‘My mind is a web browser: How people with autism think,,,,,,,33
638,611,"López, B. & Leekam, S. (2003). The use of context in children with autism. Journal of Child Psychology and Psychiatry, 44, 285–300.",ebb8dd1c235a17be,"López, B. & Leekam, S",2003,The use of context in children with autism,Child Psychology and Psychiatry,,,,,,34
639,611,"Lord, C. and Paul, R. (1997) ‘Language and communication in autism.’ In D. Cohen and F. Volkmar (eds) Handbook of Autism and Pervasive Developmental Disorders. New York: John Wiley & Sons.",53a0c12c96d57aa5,"Lord, C. and Paul, R",1997,‘Language and communication in autism,,,,,,,35
640,611,"Minshew, N. J. & Goldstein, G. (1993). Is autism an amnesic disorder?   
Evidence from the California Verbal Learning Test. Neuropsychology, 7,    
209–216.",1f81e1ace68caf87,"Minshew, N. J. & Goldstein, G",1993,"Is autism an amnesic disorder?   
Evidence from the California Verbal Learning Test",,,,,,,36
641,611,"Mottron, L., Morasse, K. & Belleville, S. (2001). A study of memory functioning in individuals with autism. Journal of Child Psychology and Psychiatry, 42, 253–260.",da221a3d90b2f736,"Mottron, L., Morasse, K. & Belleville, S",2001,A study of memory functioning in individuals with autism,Child Psychology and Psychiatry,,,,,,37
642,611,"Myers, F.L. and Myers, R.W. (1983) ‘Perception of stress contrasts in semantic and nonsemantic contexts by children.’ Journal of Psycholinguistic Research, 12, 227–38.",2e47079cf60d2d3c,"Myers, F.L. and Myers, R.W",1983,‘Perception of stress contrasts in semantic and nonsemantic contexts by children,Psycholinguistic Research,,,,,,38
643,611,"Peeters, T. (2000) ‘The language of objects.’ In S. Powell (ed.) Helping Children with Autism to Learn. London: David Fulton Publishers.",64f1be96ea14aba9,"Peeters, T",2000,‘The language of objects,,,,,,,39
644,611,"Snyder, A.W. and Mitchell, J.D. (1999) ‘Is integer arithmetic fundamental to mental proceeding? The mind’s secret arithmetic.’ Proceedings of the Royal Society of London, 2666, 587–92.",43ebb21f3ab37fb0,"Snyder, A.W. and Mitchell, J.D",1999,‘Is integer arithmetic fundamental to mental proceeding? The mind’s secret arithmetic,,,,,,,40
